Latitude,Longitude,Heading,Speed,DateTime
44.45057,-88.05917,356,1.44,2020-09-25T14:16:01-05:00
44.45062,-88.05917,355,3.82,2020-09-25T14:16:03-05:00
44.4507,-88.05917,360,5.19,2020-09-25T14:16:05-05:00
44.4508,-88.05917,1,6.31,2020-09-25T14:16:07-05:00
44.45092,-88.05917,1,6.13,2020-09-25T14:16:09-05:00
44.45102,-88.05916,1,5.31,2020-09-25T14:16:11-05:00
44.45111,-88.05916,2,4.47,2020-09-25T14:16:13-05:00
44.45117,-88.05917,347,3.44,2020-09-25T14:16:15-05:00
44.45124,-88.05923,316,4.76,2020-09-25T14:16:17-05:00
44.45127,-88.05935,280,5.57,2020-09-25T14:16:19-05:00
44.45127,-88.05952,267,7.11,2020-09-25T14:16:21-05:00
44.45126,-88.05972,266,7.64,2020-09-25T14:16:23-05:00
44.45125,-88.05989,266,6.67,2020-09-25T14:16:25-05:00
44.45124,-88.06007,270,5.09,2020-09-25T14:16:27-05:00
44.45124,-88.06018,270,3.92,2020-09-25T14:16:29-05:00
44.45124,-88.06023,270,0.26,2020-09-25T14:16:31-05:00
44.45124,-88.06023,,0.03,2020-09-25T14:16:33-05:00
44.45123,-88.06024,,0.01,2020-09-25T14:16:35-05:00
44.45123,-88.06024,,0,2020-09-25T14:16:37-05:00
44.45123,-88.06024,,0.02,2020-09-25T14:16:39-05:00
44.45123,-88.06025,,0.01,2020-09-25T14:16:41-05:00
44.45123,-88.06025,,0.01,2020-09-25T14:16:43-05:00
44.45123,-88.06025,,0.01,2020-09-25T14:16:45-05:00
44.45123,-88.06025,,0,2020-09-25T14:16:47-05:00
44.45124,-88.06025,,0.01,2020-09-25T14:16:49-05:00
44.45124,-88.06026,272,0.73,2020-09-25T14:16:51-05:00
44.45123,-88.0603,270,1.94,2020-09-25T14:16:53-05:00
44.45123,-88.06036,269,2.9,2020-09-25T14:16:55-05:00
44.45122,-88.06045,245,3.77,2020-09-25T14:16:57-05:00
44.45114,-88.06051,198,5.7,2020-09-25T14:16:59-05:00
44.45102,-88.06051,176,8.24,2020-09-25T14:17:01-05:00
44.45084,-88.0605,181,10.32,2020-09-25T14:17:03-05:00
44.45065,-88.06051,181,10.54,2020-09-25T14:17:05-05:00
44.45045,-88.06051,180,11.29,2020-09-25T14:17:07-05:00
44.45025,-88.06051,180,11.01,2020-09-25T14:17:09-05:00
44.45005,-88.06051,180,11.06,2020-09-25T14:17:11-05:00
44.44985,-88.06052,181,11.18,2020-09-25T14:17:13-05:00
44.44964,-88.06052,181,11.63,2020-09-25T14:17:15-05:00
44.44943,-88.06052,181,11.85,2020-09-25T14:17:17-05:00
44.44922,-88.06053,182,10.91,2020-09-25T14:17:19-05:00
44.44902,-88.06054,180,11.44,2020-09-25T14:17:21-05:00
44.44881,-88.06053,181,11.48,2020-09-25T14:17:23-05:00
44.4486,-88.06053,180,11.22,2020-09-25T14:17:25-05:00
44.4484,-88.06053,181,10.65,2020-09-25T14:17:27-05:00
44.44822,-88.06053,180,9.94,2020-09-25T14:17:29-05:00
44.44805,-88.06053,179,9.05,2020-09-25T14:17:31-05:00
44.44791,-88.06052,179,6.4,2020-09-25T14:17:33-05:00
44.44781,-88.06053,184,5.31,2020-09-25T14:17:35-05:00
44.44774,-88.06054,195,2.41,2020-09-25T14:17:37-05:00
44.44772,-88.06054,196,0.49,2020-09-25T14:17:39-05:00
44.44771,-88.06054,,0.04,2020-09-25T14:17:41-05:00
44.44771,-88.06053,,0.01,2020-09-25T14:17:43-05:00
44.4477,-88.06053,,0.03,2020-09-25T14:17:45-05:00
44.4477,-88.06053,,0.01,2020-09-25T14:17:47-05:00
44.4477,-88.06053,,0.09,2020-09-25T14:17:49-05:00
44.4477,-88.06053,,0.02,2020-09-25T14:17:51-05:00
44.4477,-88.06053,,0.01,2020-09-25T14:17:53-05:00
44.44769,-88.06053,,0.04,2020-09-25T14:17:55-05:00
44.4477,-88.06052,,0.05,2020-09-25T14:17:57-05:00
44.44769,-88.06052,,0.03,2020-09-25T14:17:59-05:00
44.44769,-88.06052,193,0.35,2020-09-25T14:18:01-05:00
44.44767,-88.06053,196,1.79,2020-09-25T14:18:03-05:00
44.44762,-88.06057,213,4.18,2020-09-25T14:18:05-05:00
44.44756,-88.06067,233,6.01,2020-09-25T14:18:07-05:00
44.44747,-88.06075,194,5.96,2020-09-25T14:18:09-05:00
44.44738,-88.06072,157,5.26,2020-09-25T14:18:11-05:00
44.4473,-88.06065,141,5.08,2020-09-25T14:18:13-05:00
44.44725,-88.06054,119,5.75,2020-09-25T14:18:15-05:00
44.44724,-88.0604,86,6.17,2020-09-25T14:18:17-05:00
44.44728,-88.06022,68,8.43,2020-09-25T14:18:19-05:00
44.44734,-88.05999,70,10.1,2020-09-25T14:18:21-05:00
44.44741,-88.05975,63,10.63,2020-09-25T14:18:23-05:00
44.44752,-88.05953,48,10.72,2020-09-25T14:18:25-05:00
44.44767,-88.05936,33,10.58,2020-09-25T14:18:27-05:00
44.44784,-88.05925,20,10.34,2020-09-25T14:18:29-05:00
44.44803,-88.0592,6,10,2020-09-25T14:18:31-05:00
44.44821,-88.0592,359,10.16,2020-09-25T14:18:33-05:00
44.44838,-88.0592,359,9.36,2020-09-25T14:18:35-05:00
44.44854,-88.0592,1,8.34,2020-09-25T14:18:37-05:00
44.44867,-88.05919,2,5.59,2020-09-25T14:18:39-05:00
44.44875,-88.05919,4,4.25,2020-09-25T14:18:41-05:00
44.4488,-88.05918,3,2.49,2020-09-25T14:18:43-05:00
44.44885,-88.05916,21,3.37,2020-09-25T14:18:45-05:00
44.44889,-88.05908,65,4.65,2020-09-25T14:18:47-05:00
44.4489,-88.05894,91,6.11,2020-09-25T14:18:49-05:00
44.4489,-88.05876,94,7.95,2020-09-25T14:18:51-05:00
44.44889,-88.05854,95,8.47,2020-09-25T14:18:53-05:00
44.44888,-88.05833,92,8.7,2020-09-25T14:18:55-05:00
44.44887,-88.0581,92,9.08,2020-09-25T14:18:57-05:00
44.44887,-88.05787,91,9.35,2020-09-25T14:18:59-05:00
44.44887,-88.05764,91,8.81,2020-09-25T14:19:01-05:00
44.44886,-88.05743,91,8.05,2020-09-25T14:19:03-05:00
44.44886,-88.05724,92,7.16,2020-09-25T14:19:05-05:00
44.44885,-88.05708,94,6.64,2020-09-25T14:19:07-05:00
44.44885,-88.05689,91,7.7,2020-09-25T14:19:09-05:00
44.44884,-88.05668,93,8.7,2020-09-25T14:19:11-05:00
44.44884,-88.05644,90,10.09,2020-09-25T14:19:13-05:00
44.44884,-88.05618,91,10.09,2020-09-25T14:19:15-05:00
44.44884,-88.05593,91,10.03,2020-09-25T14:19:17-05:00
44.44884,-88.05567,90,10.24,2020-09-25T14:19:19-05:00
44.44884,-88.05542,91,9.53,2020-09-25T14:19:21-05:00
44.44884,-88.0552,90,7.58,2020-09-25T14:19:23-05:00
44.44884,-88.05505,90,5.42,2020-09-25T14:19:25-05:00
44.44884,-88.05492,89,5.04,2020-09-25T14:19:27-05:00
44.44885,-88.05478,90,5.89,2020-09-25T14:19:29-05:00
44.44885,-88.05461,91,7.38,2020-09-25T14:19:31-05:00
44.44884,-88.0544,92,8.56,2020-09-25T14:19:33-05:00
44.44884,-88.05416,92,9.69,2020-09-25T14:19:35-05:00
44.44884,-88.05392,90,9.29,2020-09-25T14:19:37-05:00
44.44884,-88.05369,91,9.11,2020-09-25T14:19:39-05:00
44.44884,-88.05346,91,8.95,2020-09-25T14:19:41-05:00
44.44884,-88.05323,91,9.03,2020-09-25T14:19:43-05:00
44.44884,-88.053,90,9.32,2020-09-25T14:19:45-05:00
44.44884,-88.05275,90,9.66,2020-09-25T14:19:47-05:00
44.44884,-88.05251,91,10.04,2020-09-25T14:19:49-05:00
44.44883,-88.05224,93,10.71,2020-09-25T14:19:51-05:00
44.44882,-88.05197,91,11.06,2020-09-25T14:19:53-05:00
44.44882,-88.05169,90,11.03,2020-09-25T14:19:55-05:00
44.44882,-88.05141,90,10.88,2020-09-25T14:19:57-05:00
44.44883,-88.05112,90,11.26,2020-09-25T14:19:59-05:00
44.44882,-88.05083,91,11.85,2020-09-25T14:20:01-05:00
44.44882,-88.05052,91,12.02,2020-09-25T14:20:03-05:00
44.44882,-88.05022,91,12.01,2020-09-25T14:20:05-05:00
44.44882,-88.04992,90,11.41,2020-09-25T14:20:07-05:00
44.44882,-88.04962,90,12.05,2020-09-25T14:20:09-05:00
44.44882,-88.04931,91,12.5,2020-09-25T14:20:11-05:00
44.44882,-88.049,91,12.25,2020-09-25T14:20:13-05:00
44.44882,-88.0487,90,11.33,2020-09-25T14:20:15-05:00
44.44882,-88.04842,92,10.94,2020-09-25T14:20:17-05:00
44.44882,-88.04815,91,10.49,2020-09-25T14:20:19-05:00
44.44881,-88.04789,92,9.45,2020-09-25T14:20:21-05:00
44.44881,-88.04766,91,9.24,2020-09-25T14:20:23-05:00
44.44882,-88.04743,90,8.49,2020-09-25T14:20:25-05:00
44.44882,-88.04724,91,6.91,2020-09-25T14:20:27-05:00
44.44882,-88.04712,91,3.44,2020-09-25T14:20:29-05:00
44.44882,-88.04706,93,1.01,2020-09-25T14:20:31-05:00
44.44882,-88.04705,,0.05,2020-09-25T14:20:33-05:00
44.44883,-88.04705,,0.01,2020-09-25T14:20:35-05:00
44.44883,-88.04705,,0.1,2020-09-25T14:20:37-05:00
44.44883,-88.04705,,0.16,2020-09-25T14:20:39-05:00
44.44884,-88.04703,89,0.92,2020-09-25T14:20:41-05:00
44.44884,-88.04698,91,2.49,2020-09-25T14:20:43-05:00
44.44884,-88.04692,95,2.17,2020-09-25T14:20:45-05:00
44.44884,-88.04688,95,1.1,2020-09-25T14:20:47-05:00
44.44884,-88.04684,91,2,2020-09-25T14:20:49-05:00
44.44884,-88.04675,92,4.32,2020-09-25T14:20:51-05:00
44.44884,-88.04662,79,5.58,2020-09-25T14:20:53-05:00
44.44889,-88.04648,60,6.45,2020-09-25T14:20:55-05:00
44.44901,-88.04637,30,8.72,2020-09-25T14:20:57-05:00
44.44916,-88.04626,26,9.9,2020-09-25T14:20:59-05:00
44.44933,-88.04615,27,10.5,2020-09-25T14:21:01-05:00
44.4495,-88.04602,27,10.63,2020-09-25T14:21:03-05:00
44.44967,-88.04591,27,10.83,2020-09-25T14:21:05-05:00
44.44984,-88.04578,28,10.55,2020-09-25T14:21:07-05:00
44.45002,-88.04566,26,11,2020-09-25T14:21:09-05:00
44.4502,-88.04553,27,11.06,2020-09-25T14:21:11-05:00
44.45038,-88.0454,27,11.16,2020-09-25T14:21:13-05:00
44.45056,-88.04527,29,11.08,2020-09-25T14:21:15-05:00
44.45072,-88.04514,29,10.37,2020-09-25T14:21:17-05:00
44.45089,-88.04502,28,10.27,2020-09-25T14:21:19-05:00
44.45105,-88.04491,28,9.76,2020-09-25T14:21:21-05:00
44.4512,-88.0448,27,9.01,2020-09-25T14:21:23-05:00
44.45132,-88.04472,24,6.41,2020-09-25T14:21:25-05:00
44.45139,-88.04468,24,2.95,2020-09-25T14:21:27-05:00
44.45141,-88.04466,24,0.43,2020-09-25T14:21:29-05:00
44.45142,-88.04466,,0.02,2020-09-25T14:21:31-05:00
44.45142,-88.04466,,0.01,2020-09-25T14:21:33-05:00
44.45143,-88.04466,26,0.9,2020-09-25T14:21:35-05:00
44.45146,-88.04463,50,2.82,2020-09-25T14:21:37-05:00
44.45146,-88.04453,97,4.79,2020-09-25T14:21:39-05:00
44.45141,-88.04441,128,5.89,2020-09-25T14:21:41-05:00
44.45134,-88.04427,120,7.05,2020-09-25T14:21:43-05:00
44.45128,-88.04408,115,9.14,2020-09-25T14:21:45-05:00
44.4512,-88.04385,116,10.6,2020-09-25T14:21:47-05:00
44.45111,-88.0436,116,11.38,2020-09-25T14:21:49-05:00
44.45102,-88.04333,116,12.18,2020-09-25T14:21:51-05:00
44.45092,-88.04305,116,12.38,2020-09-25T14:21:53-05:00
44.45082,-88.04277,117,12.22,2020-09-25T14:21:55-05:00
44.45073,-88.0425,116,11.73,2020-09-25T14:21:57-05:00
44.45064,-88.04224,116,11.28,2020-09-25T14:21:59-05:00
44.45055,-88.04198,116,11.52,2020-09-25T14:22:01-05:00
44.45046,-88.04172,116,11.89,2020-09-25T14:22:03-05:00
44.45036,-88.04145,116,11.89,2020-09-25T14:22:05-05:00
44.45027,-88.04119,116,11.43,2020-09-25T14:22:07-05:00
44.45018,-88.04093,117,11.75,2020-09-25T14:22:09-05:00
44.45008,-88.04066,116,12.02,2020-09-25T14:22:11-05:00
44.44999,-88.04039,117,12.08,2020-09-25T14:22:13-05:00
44.44989,-88.04012,116,12,2020-09-25T14:22:15-05:00
44.44979,-88.03986,118,11.41,2020-09-25T14:22:17-05:00
44.4497,-88.0396,117,11.21,2020-09-25T14:22:19-05:00
44.44962,-88.03935,108,10.92,2020-09-25T14:22:21-05:00
44.44958,-88.03906,97,11.55,2020-09-25T14:22:23-05:00
44.44957,-88.03876,91,12.16,2020-09-25T14:22:25-05:00
44.44956,-88.03845,91,12.05,2020-09-25T14:22:27-05:00
44.44955,-88.03815,97,11.86,2020-09-25T14:22:29-05:00
44.44951,-88.03786,103,11.67,2020-09-25T14:22:31-05:00
44.44945,-88.03758,110,11.45,2020-09-25T14:22:33-05:00
44.44936,-88.03733,118,11.11,2020-09-25T14:22:35-05:00
44.44926,-88.03711,124,9.91,2020-09-25T14:22:37-05:00
44.44916,-88.03692,128,8.8,2020-09-25T14:22:39-05:00
44.44908,-88.03679,133,5.75,2020-09-25T14:22:41-05:00
44.44903,-88.03672,136,3.02,2020-09-25T14:22:43-05:00
44.449,-88.03668,135,2.19,2020-09-25T14:22:45-05:00
44.44897,-88.0366,111,4.13,2020-09-25T14:22:47-05:00
44.44897,-88.03648,76,5.63,2020-09-25T14:22:49-05:00
44.44904,-88.03634,48,7.21,2020-09-25T14:22:51-05:00
44.44914,-88.0362,43,8.84,2020-09-25T14:22:53-05:00
44.44927,-88.03602,43,10.7,2020-09-25T14:22:55-05:00
44.44943,-88.03584,37,11.76,2020-09-25T14:22:57-05:00
44.44962,-88.03568,28,12.69,2020-09-25T14:22:59-05:00
44.44984,-88.03553,27,13.34,2020-09-25T14:23:01-05:00
44.45006,-88.03538,24,13.56,2020-09-25T14:23:03-05:00
44.45027,-88.03524,25,12.86,2020-09-25T14:23:05-05:00
44.45048,-88.0351,26,13.47,2020-09-25T14:23:07-05:00
44.45071,-88.03494,23,14.1,2020-09-25T14:23:09-05:00
44.45093,-88.03479,26,13.54,2020-09-25T14:23:11-05:00
44.45116,-88.03464,27,13.52,2020-09-25T14:23:13-05:00
44.45137,-88.03448,27,13.54,2020-09-25T14:23:15-05:00
44.45159,-88.03433,28,12.9,2020-09-25T14:23:17-05:00
44.45181,-88.03419,24,13.78,2020-09-25T14:23:19-05:00
44.45203,-88.03403,27,13.68,2020-09-25T14:23:21-05:00
44.45225,-88.03387,27,13.88,2020-09-25T14:23:23-05:00
44.45248,-88.03372,25,14.01,2020-09-25T14:23:25-05:00
44.45269,-88.03356,27,13.06,2020-09-25T14:23:27-05:00
44.4529,-88.03341,26,13.32,2020-09-25T14:23:29-05:00
44.45313,-88.03325,27,13.87,2020-09-25T14:23:31-05:00
44.45335,-88.03309,27,13.9,2020-09-25T14:23:33-05:00
44.45357,-88.03293,27,13.96,2020-09-25T14:23:35-05:00
44.4538,-88.03276,27,13.93,2020-09-25T14:23:37-05:00
44.45403,-88.03261,25,14.38,2020-09-25T14:23:39-05:00
44.45426,-88.03245,25,14.33,2020-09-25T14:23:41-05:00
44.45448,-88.0323,27,13.94,2020-09-25T14:23:43-05:00
44.4547,-88.03214,25,13.72,2020-09-25T14:23:45-05:00
44.45492,-88.03198,27,13.76,2020-09-25T14:23:47-05:00
44.45514,-88.03182,27,13.24,2020-09-25T14:23:49-05:00
44.45535,-88.03168,27,12.85,2020-09-25T14:23:51-05:00
44.45556,-88.03152,27,13.18,2020-09-25T14:23:53-05:00
44.45578,-88.03137,26,13.31,2020-09-25T14:23:55-05:00
44.45599,-88.03123,27,13.17,2020-09-25T14:23:57-05:00
44.45621,-88.03109,26,13.18,2020-09-25T14:23:59-05:00
44.45642,-88.03093,25,13.56,2020-09-25T14:24:01-05:00
44.45665,-88.03078,27,13.39,2020-09-25T14:24:03-05:00
44.45684,-88.03062,30,11.92,2020-09-25T14:24:05-05:00
44.45704,-88.03047,29,12.47,2020-09-25T14:24:07-05:00
44.45724,-88.03033,28,12.01,2020-09-25T14:24:09-05:00
44.45743,-88.03019,27,12.11,2020-09-25T14:24:11-05:00
44.4576,-88.03005,28,11.1,2020-09-25T14:24:13-05:00
44.45778,-88.02992,25,11.72,2020-09-25T14:24:15-05:00
44.45798,-88.02979,28,11.26,2020-09-25T14:24:17-05:00
44.45817,-88.02965,27,11.24,2020-09-25T14:24:19-05:00
44.45835,-88.02952,27,11.28,2020-09-25T14:24:21-05:00
44.45855,-88.02939,24,11.87,2020-09-25T14:24:23-05:00
44.45875,-88.02926,25,12.43,2020-09-25T14:24:25-05:00
44.45896,-88.02912,25,12.83,2020-09-25T14:24:27-05:00
44.45917,-88.02898,25,12.93,2020-09-25T14:24:29-05:00
44.45938,-88.02883,25,13.34,2020-09-25T14:24:31-05:00
44.45959,-88.02869,26,12.36,2020-09-25T14:24:33-05:00
44.45979,-88.02855,28,11.7,2020-09-25T14:24:35-05:00
44.45997,-88.02843,27,9.82,2020-09-25T14:24:37-05:00
44.46009,-88.02834,24,6.41,2020-09-25T14:24:39-05:00
44.46017,-88.02828,33,4.54,2020-09-25T14:24:41-05:00
44.46026,-88.02819,58,5.38,2020-09-25T14:24:43-05:00
44.46034,-88.02807,47,6.15,2020-09-25T14:24:45-05:00
44.46044,-88.028,11,6.16,2020-09-25T14:24:47-05:00
44.46058,-88.02799,7,7.88,2020-09-25T14:24:49-05:00
44.46074,-88.02794,19,9.59,2020-09-25T14:24:51-05:00
44.46092,-88.02784,24,11.18,2020-09-25T14:24:53-05:00
44.46111,-88.0277,29,11.97,2020-09-25T14:24:55-05:00
44.4613,-88.02757,27,12.29,2020-09-25T14:24:57-05:00
44.46152,-88.02742,26,13.49,2020-09-25T14:24:59-05:00
44.46173,-88.02727,26,13.34,2020-09-25T14:25:01-05:00
44.46195,-88.02712,26,12.84,2020-09-25T14:25:03-05:00
44.46216,-88.02697,28,13.18,2020-09-25T14:25:05-05:00
44.46237,-88.02681,27,13.18,2020-09-25T14:25:07-05:00
44.46257,-88.02666,27,13.09,2020-09-25T14:25:09-05:00
44.46278,-88.0265,28,12.65,2020-09-25T14:25:11-05:00
44.463,-88.02635,27,13.14,2020-09-25T14:25:13-05:00
44.46321,-88.0262,27,13.18,2020-09-25T14:25:15-05:00
44.46343,-88.02605,27,13.24,2020-09-25T14:25:17-05:00
44.46364,-88.02589,27,13.15,2020-09-25T14:25:19-05:00
44.46386,-88.02574,27,12.63,2020-09-25T14:25:21-05:00
44.46406,-88.02561,26,12.01,2020-09-25T14:25:23-05:00
44.46426,-88.02547,26,11.88,2020-09-25T14:25:25-05:00
44.46444,-88.02534,27,11.27,2020-09-25T14:25:27-05:00
44.46461,-88.02522,27,9.23,2020-09-25T14:25:29-05:00
44.46474,-88.02513,27,7.15,2020-09-25T14:25:31-05:00
44.46483,-88.02508,16,4.81,2020-09-25T14:25:33-05:00
44.46492,-88.0251,333,4.95,2020-09-25T14:25:35-05:00
44.465,-88.02522,303,6.8,2020-09-25T14:25:37-05:00
44.46506,-88.02539,293,7.93,2020-09-25T14:25:39-05:00
44.46513,-88.02558,295,9.13,2020-09-25T14:25:41-05:00
44.46521,-88.0258,297,10.39,2020-09-25T14:25:43-05:00
44.46529,-88.02605,297,11.27,2020-09-25T14:25:45-05:00
44.46538,-88.02631,296,11.66,2020-09-25T14:25:47-05:00
44.46548,-88.02658,296,12.1,2020-09-25T14:25:49-05:00
44.46557,-88.02685,297,12.06,2020-09-25T14:25:51-05:00
44.46567,-88.02713,297,12.11,2020-09-25T14:25:53-05:00
44.46577,-88.0274,296,12.19,2020-09-25T14:25:55-05:00
44.46587,-88.02768,296,12.51,2020-09-25T14:25:57-05:00
44.46597,-88.02797,296,12.92,2020-09-25T14:25:59-05:00
44.46607,-88.02826,296,12.81,2020-09-25T14:26:01-05:00
44.46617,-88.02855,296,12.63,2020-09-25T14:26:03-05:00
44.46626,-88.02884,295,12.6,2020-09-25T14:26:05-05:00
44.46636,-88.02912,296,12.93,2020-09-25T14:26:07-05:00
44.46646,-88.02941,297,12.85,2020-09-25T14:26:09-05:00
44.46657,-88.02971,297,12.97,2020-09-25T14:26:11-05:00
44.46668,-88.03,296,12.97,2020-09-25T14:26:13-05:00
44.46677,-88.03029,294,12.8,2020-09-25T14:26:15-05:00
44.46687,-88.03058,296,12.52,2020-09-25T14:26:17-05:00
44.46697,-88.03085,296,11.31,2020-09-25T14:26:19-05:00
44.46705,-88.03109,297,10.6,2020-09-25T14:26:21-05:00
44.46714,-88.03135,296,11.75,2020-09-25T14:26:23-05:00
44.46724,-88.03162,296,11.96,2020-09-25T14:26:25-05:00
44.46733,-88.03189,296,11.96,2020-09-25T14:26:27-05:00
44.46743,-88.03215,296,11.67,2020-09-25T14:26:29-05:00
44.46752,-88.03241,296,11.23,2020-09-25T14:26:31-05:00
44.46761,-88.03265,297,10.61,2020-09-25T14:26:33-05:00
44.4677,-88.03288,297,9.6,2020-09-25T14:26:35-05:00
